date,days,emerging_us_price,emerging_us_ndtr_l1,emerging_us_gdtr_l1,emerging_us_ndtr_l2,emerging_us_gdtr_l2
1989-02-08,365,135.372,138.722577535742,139.208301851388,172.21426,173.42155
1989-02-09,365,135.762,139.130308595069,139.618653414473,173.1758,174.39279
1989-02-10,365,135.496,138.865142688281,139.353466474099,172.46511,173.67944
1989-02-11,365,135.515,138.891395432286,139.380764689384,172.47999,173.69681
1989-02-12,365,135.609,138.994559481594,139.485276430611,172.68589,173.90662
1989-02-13,365,135.874,139.273533364291,139.766333265795,173.32818,174.55618
1989-02-14,365,136.983,140.421354342564,140.919775186471,176.13405,177.38587
1989-02-15,365,138.737,142.231210598897,142.737776438097,180.62201,181.90997
1989-02-16,365,138.762,142.263795663064,142.771442573438,180.65125,181.94191
1989-02-17,365,139.564,143.096627687718,143.608764174361,182.71306,184.02232
1989-02-18,365,139.925,143.474851894067,143.989521876999,183.62499,184.94384
1989-02-19,365,140.258,143.824184889677,144.341314526344,184.46509,185.79298
1989-02-20,365,140.583,144.16533863841,144.68486281524,185.28576,186.62257
1989-02-21,365,139.822,143.395170198694,143.913546003232,183.25126,184.57762
1989-02-22,365,140.142,143.731178937296,144.251944062114,184.05351,185.38866
1989-02-23,365,141.201,144.828605200946,145.354941675641,186.80831,188.16757
1989-02-24,365,140.704,144.327868189238,144.853692545242,185.45894,186.81179
1989-02-25,365,140.682,144.312345209952,144.83910022687,185.36193,186.71658
1989-02-26,365,140.73,144.368632500281,144.896591166557,185.4494,186.80727
1989-02-27,365,140.791,144.438288022065,144.967486677772,185.57047,186.93184
1989-02-28,365,140.865,144.521267800856,145.051796741581,185.7261,187.09124
1989-03-01,365,140.24,143.889750788022,144.419476253547,184.04557,185.40224
1989-03-02,365,141.169,144.85397845604,145.388827394433,186.45529,187.83377
1989-03-03,365,142.13,145.85123093268,146.391385541628,188.96564,190.36681
1989-03-04,365,142.6,146.342469464145,146.885717793346,190.18072,191.59428
1989-03-05,365,143.058,146.821351176404,147.36766354226,191.36721,192.79298
1989-03-06,365,143.491,147.274419889114,147.823718406183,192.48944,193.92691
1989-03-07,365,143.844,147.644948567488,148.196820631263,193.39968,194.84713
1989-03-08,365,144.197,148.015477245863,148.569962780605,194.30706,195.76449
1989-03-09,365,143.783,147.599127195204,148.153253278531,193.15356,194.60545
1989-03-10,365,143.907,147.733732973095,148.289395017652,193.44608,194.90297
1989-03-11,365,144.326,148.172509990994,148.731097108785,194.5354,196.00384
1989-03-12,365,144.769,148.636132570641,149.197761845779,195.69267,197.17325
1989-03-13,365,145.227,149.115322104019,149.680056932,196.89395,198.38708
1989-03-14,365,146.364,150.294496861984,150.865418301482,199.94742,201.46815
1989-03-15,365,147.74,151.719620694022,152.297661336445,203.67734,205.23107
1989-03-16,365,148.395,152.402631782618,152.984787857434,205.44842,207.01969
1989-03-17,365,146.713,150.687188660925,151.264621013937,200.7599,202.3003
1989-03-18,365,146.27,150.241111885061,150.818078105833,199.50931,201.04342
1989-03-19,365,145.99,149.961478385681,150.538378695614,198.70505,200.23566
1989-03-20,365,146.199,150.183769208038,150.762663227857,199.2326,200.77028
1989-03-21,365,147.592,151.62692256276,152.213091764922,203.00002,204.5714
1989-03-22,365,147.21,151.243069627378,151.828890594542,201.90746,203.47344
1989-03-23,365,148.314,152.389175602274,152.981134787309,204.90461,206.49837
1989-03-24,365,148.257,152.338077296521,152.93086015828,204.70358,206.29849
1989-03-25,365,148.364,152.455533040639,153.049834464022,204.95557,206.55538
1989-03-26,365,148.548,152.652230735675,153.248467656855,205.42084,207.02734
1989-03-27,365,148.831,152.951125042215,153.549696226259,206.16127,207.77679
1989-03-28,365,151.223,155.422708755488,156.032865653855,212.76009,214.43247
1989-03-29,365,152.474,156.720790414274,157.337820155166,216.24819,217.95283
1989-03-30,365,153.213,157.491442572892,158.113099450343,218.30769,220.03297
1989-03-31,365,154.506,158.833146881684,159.461840887836,221.95991,223.71903
1989-04-01,365,155.602,159.972172970843,160.607168201921,225.07501,226.86376
1989-04-02,365,156.626,161.037190068108,161.678176499181,228.00257,229.81953
1989-04-03,365,157.734,162.188924772036,162.836269596575,231.1928,233.04026
1989-04-04,365,160.009,164.542129277834,165.20085398,237.832,239.7382
1989-04-05,365,161.019,165.593250450298,166.257978614568,240.80066,242.73583
1989-04-06,365,160.269,164.833240107509,165.496672811676,238.51563,240.43762
1989-04-07,365,161.282,165.887615388945,166.557091197997,241.49328,243.44447
1989-04-08,365,161.932,166.567108521896,167.240923967234,243.39697,245.36816
1989-04-09,365,162.322,166.977522022402,167.65432973649,244.52104,246.50535
1989-04-10,365,162.973,167.658158490938,168.339340271505,246.43878,248.44333
1989-04-11,365,164.521,169.264237166498,169.953877494393,251.08432,253.13237
1989-04-12,365,165.267,170.043420367556,170.737920165446,253.31866,255.38994
1989-04-13,365,165.952,170.759544213667,171.458613011118,255.37392,257.46691
1989-04-14,365,167.823,172.698905212203,173.40792516596,261.09561,263.24156
1989-04-15,365,169.086,174.012158054711,174.728500035433,264.98574,267.16953
1989-04-16,365,170.243,175.216354272205,175.939542687522,268.57117,270.79037
1989-04-17,365,171.523,176.547460739615,177.278143362042,272.56842,274.82668
1989-04-18,365,173.545,178.643458713273,179.384876888542,278.95683,281.27453
1989-04-19,365,174.166,179.293928712147,180.039704680222,280.89533,283.23428
1989-04-20,365,174.483,179.62962962963,180.378212530829,281.8599,284.21128
1989-04-21,365,175.993,181.198549898683,181.95570003703,286.696,289.09418
1989-04-22,365,176.753,181.993300053473,182.755542735431,289.12195,291.54605
1989-04-23,365,177.29,182.557008471237,183.323205878449,290.82329,293.26671
1989-04-24,365,178.059,183.36125710627,184.132600456933,293.2953,295.76521
1989-04-25,365,179.357,184.712240023078,185.491302998212,297.52633,300.03843
1989-04-26,365,180.067,185.455540076551,186.239483699422,299.82891,302.36612
1989-04-27,365,181.978,187.438963469549,188.233471105313,306.14928,308.74703
1989-04-28,365,183.125,188.634628644602,189.436249434822,309.96052,312.59728
1989-04-29,365,184.014,189.563676756163,190.371185860423,312.91801,315.58625
1989-04-30,365,184.777,190.362340636609,191.175060909455,315.45801,318.15397
1989-05-01,365,184.884,190.481907154115,191.296480576347,315.75651,318.45951
1989-05-02,365,185.368,190.991351106045,191.809697004782,317.34781,320.06974
1989-05-03,365,185.457,191.092404381966,191.912511964803,317.58264,320.31106
1989-05-04,365,185.87,191.528323060903,192.351858524379,318.93271,321.67787
1989-05-05,365,185.995,191.66653474333,192.492022633065,319.29372,322.04655
1989-05-06,365,186.129,191.814025033772,192.64152901945,319.68578,322.44658
1989-05-07,365,186.273,191.971849318924,192.80141571439,320.1124,322.88148
1989-05-08,365,186.406,192.118372171564,192.949923994183,320.50186,323.27891
1989-05-09,365,185.842,191.548463356974,192.379136777533,318.50161,321.26663
1989-05-10,365,186.366,192.099639057751,192.934343550285,320.23659,323.02213
1989-05-11,365,186.527,192.27505312113,193.111926675097,320.72322,323.51764
1989-05-12,365,187.526,193.31887453563,194.162274165907,324.10765,326.93828
1989-05-13,365,187.317,193.113162079252,193.956873810382,323.31897,326.14687
1989-05-14,365,186.507,192.290927895981,193.133086534843,320.46726,323.27693
1989-05-15,365,186.297,192.084116078464,192.926568299935,319.67907,322.48593
1989-05-16,365,187.043,192.865893771811,193.713635233961,322.18307,325.01803
1989-05-17,365,186.107,191.914154846336,192.759844574842,318.90284,321.7161
1989-05-18,365,185.974,191.786541005291,192.632875435299,318.38024,321.19303
1989-05-19,365,187.639,193.518958262974,194.375160320871,324.03461,326.90468
1989-05-20,365,186.95,192.820600092874,193.675517543221,321.59653,324.4511
1989-05-21,365,186.233,192.093438660925,192.946989560803,319.07236,321.91074
1989-05-22,365,185.513,191.363155043341,192.215287599424,316.54868,319.3708
1989-05-23,365,184.789,190.628649878982,191.479393590359,314.02167,316.82745
1989-05-24,365,184.026,189.854040020263,190.703255923513,311.37327,314.16172
1989-05-25,365,185.144,191.02178142238,191.878246965506,315.10784,317.93647
1989-05-26,365,187.706,193.681443839356,194.552154562794,323.78609,326.70034
1989-05-27,365,187.508,193.486856917708,194.357923020031,323.0364,325.94805
1989-05-28,365,186.99,192.963473066532,193.83371743802,321.18999,324.09006
1989-05-29,365,186.339,192.303680485196,193.172661461208,318.89513,321.7803
1989-05-30,365,185.423,191.371642111336,192.238533501947,315.70587,318.56923
1989-05-31,365,186.289,192.278746974558,193.151691241714,318.59557,321.4915
1989-06-01,365,185.817,191.802415780142,192.674616252968,316.91837,319.80382
1989-06-02,365,185.94,191.938780535855,192.812963807657,317.27186,320.16507
1989-06-03,365,185.065,191.048649808623,191.920866116976,314.23189,317.10425
1989-06-04,365,183.91,189.870266590679,190.739327495741,310.2591,313.1026
1989-06-05,365,182.658,188.591709585726,189.457219654316,305.98634,308.79816
1989-06-06,365,181.065,186.961313041765,187.821632363407,300.60327,303.37306
1989-06-07,365,181.917,187.854126210177,188.720437330384,303.38417,306.18566
1989-06-08,365,181.529,187.463633133513,188.329439054114,302.03202,304.82524
1989-06-09,365,178.938,184.803091227626,185.658835189645,293.36933,296.08973
1989-06-10,365,177.442,183.272032956208,184.122958747256,288.42146,291.10311
1989-06-11,365,176.168,181.969861673984,182.81691630976,284.23731,286.88704
1989-06-12,365,174.695,180.462153833164,181.304385580554,279.44303,282.05498
1989-06-13,365,172.764,178.481500830238,179.316716189389,273.22674,275.78738
1989-06-14,365,172.686,178.409734535067,179.245750810712,272.92696,275.4884
1989-06-15,365,169.042,174.65990163796,175.48045357956,261.37259,263.83199
1989-06-16,365,171.858,177.584861885061,178.421324746955,270.04827,272.59587
1989-06-17,365,171.451,177.174140563436,178.009945134081,268.71801,271.25698
1989-06-18,365,171.005,176.72331454745,177.558311882359,267.26976,269.79911
1989-06-19,365,170.604,176.318661699313,177.153020719695,265.966,268.48687
1989-06-20,365,171.215,176.961216297985,177.80025292021,267.82535,270.36875
1989-06-21,365,170.162,175.885733282675,176.721768804578,264.48917,267.00723
1989-06-22,365,172.382,178.195315138467,179.044432711147,271.35464,273.94448
1989-06-23,365,174.241,180.131685874704,180.992127933311,277.17001,279.82177
1989-06-24,365,173.304,179.175725402454,180.033666135341,274.14442,276.77357
1989-06-25,365,172.225,178.073242077564,178.928003577214,270.68786,273.29036
1989-06-26,365,171.316,177.14590896938,177.998227362693,267.78724,270.368
1989-06-27,365,171.049,176.878940110323,177.731144019794,266.89939,269.47507
1989-06-28,365,168.259,174.008376252392,174.84883176614,258.15512,260.65282
1989-06-29,365,166.358,172.056086766858,172.889209170204,252.28349,254.73067
1989-06-30,365,164.369,170.012550306766,170.837870559549,246.21405,248.60848
1989-07-01,365,164.801,170.469005051784,171.297977736234,247.46137,249.87208
1989-07-02,365,165.246,170.939047900484,171.771748992162,248.75086,251.17833
1989-07-03,365,165.677,171.394579182146,172.230917948651,250.00198,252.44583
1989-07-04,365,166.099,171.840787881346,172.680714684244,251.22865,253.68867
1989-07-05,365,167.511,173.31529501576,174.164400132948,255.46481,257.97206
1989-07-06,365,168.588,174.442843774626,175.29936710061,258.71238,261.2571
1989-07-07,365,169.53,175.430421873241,176.293650944159,261.56595,264.14424
1989-07-08,365,169.874,175.795761567038,176.662161878916,262.57875,265.17119
1989-07-09,365,170.077,176.014622382641,176.883422148185,263.15571,265.75775
1989-07-10,365,170.073,176.019107776089,176.889101374692,263.09205,265.69705
1989-07-11,365,169.924,175.873640310143,176.744066505838,262.58006,265.18339
1989-07-12,365,170.201,176.169412431048,177.042640111708,263.38408,265.99943
1989-07-13,365,170.575,176.566061930091,177.442691214766,264.49244,267.12305
1989-07-14,365,169.773,175.747961344703,176.622427255496,261.96402,264.57521
1989-07-15,365,169.044,175.005013086795,175.877560268171,259.67247,262.26625
1989-07-16,365,168.363,174.311404156816,175.182229310997,257.53813,260.11576
1989-07-17,365,167.832,173.772101556344,174.641714667276,255.86879,258.43409
1989-07-18,365,167.491,173.428353315321,174.297427779502,254.78147,257.33937
1989-07-19,365,168.415,174.397857916807,175.273625931608,257.55558,260.14672
1989-07-20,365,168.267,174.253269939773,175.129439453357,257.05341,259.64282
1989-07-21,365,169.38,175.419252364066,176.303192843177,260.41837,263.04735
1989-07-22,365,168.915,174.947758358663,175.830699163687,258.94244,261.56059
1989-07-23,365,168.332,174.354762960149,175.236276782943,257.11141,259.71571
1989-07-24,365,167.871,173.887314603737,174.767805473018,255.65784,258.25143
1989-07-25,365,168.784,174.845781619385,175.732944604086,258.40193,261.02876
1989-07-26,365,170.655,176.798422900484,177.697567714046,264.10046,266.79135
1989-07-27,365,172.873,179.111214890803,180.024263971247,270.9345,273.70142
1989-07-28,365,172.431,178.663379137116,179.575485304378,269.50244,272.25882
1989-07-29,365,172.9,179.15958678093,180.075716366054,270.92257,273.69805
1989-07-30,365,174.188,180.508239052122,181.433291046884,274.92427,277.74684
1989-07-31,365,174.642,180.98892371665,181.917941664662,276.31015,279.15156
1989-08-01,365,174.479,180.829032632557,181.758384344898,275.74313,278.58228
1989-08-02,365,174.316,180.669141548463,181.598817044067,275.1768,278.01367
1989-08-03,365,174.152,180.508151103231,181.438181769184,274.60808,277.44263
1989-08-04,365,173.316,179.654035446921,180.581636635303,271.93118,274.7441
1989-08-05,365,173.682,180.043077366881,180.974122090395,273.0315,275.86018
1989-08-06,365,174.121,180.508283026568,181.443192264275,274.36464,277.21168
1989-08-07,365,174.609,181.024586992007,181.963734795094,275.85599,278.72321
1989-08-08,365,176.048,182.530843676123,183.479868689097,280.36797,283.28838
1989-08-09,365,176.397,182.902427741191,183.854787468173,281.42717,284.36307
1989-08-10,365,177.005,183.544190799842,184.501560539656,283.32132,286.28211
1989-08-11,365,174.936,181.413233141957,182.361699855374,276.66135,279.55944
1989-08-12,365,174.59,181.064076044129,182.011963305609,275.5172,278.40705
1989-08-13,365,174.346,180.820281717888,181.768046016706,274.69627,277.58106
1989-08-14,365,174.363,180.846754334121,181.795883209552,274.69765,277.58623
1989-08-15,365,174.646,181.149562366318,182.101703069278,275.53749,278.43914
1989-08-16,365,175.481,182.028391661038,182.986983691936,278.13179,281.06636
1989-08-17,365,174.725,181.256332320162,182.212702503351,275.69302,278.60762
1989-08-18,365,175.595,182.171748353597,183.134823240313,278.39932,281.34821
1989-08-19,365,175.776,182.368577971969,183.334025353904,278.92166,281.88018
1989-08-20,365,175.878,182.483351274907,183.450684052353,279.1933,282.15867
1989-08-21,365,175.927,182.543068571991,183.512017702419,279.29658,282.26694
1989-08-22,365,175.721,182.338543425644,183.307555567089,278.59124,281.55768
1989-08-23,365,176.531,183.191691644152,184.167065077548,281.11509,284.114
1989-08-24,365,177.441,184.149235196443,185.131595363595,283.9729,287.00815
1989-08-25,365,177.565,184.286963159968,185.271380191776,284.31646,287.35946
1989-08-26,365,177.59,184.321922844197,185.307771158113,284.34296,287.39017
1989-08-27,365,177.497,184.234457671958,185.221065638484,283.99183,287.03903
1989-08-28,365,177.537,184.284984309918,185.273126878312,284.06656,287.11851
1989-08-29,365,178.057,184.835544368457,185.828233840405,285.68311,288.75736
1989-08-30,365,178.478,185.282764479905,186.279358057764,286.98455,290.07749
1989-08-31,365,177.905,184.699091663852,185.694148200863,285.09488,288.1724
1989-09-01,365,178.377,185.199608803332,186.198920647532,286.55891,289.65705
1989-09-02,365,178.898,185.751400146347,186.755265261798,288.18484,291.30553
1989-09-03,365,179.442,186.327245511089,187.335863866246,289.88965,293.03386
1989-09-04,365,179.967,186.883302375324,187.896540263121,291.53738,294.70448
1989-09-05,365,179.872,186.793858353034,187.807828549242,291.17532,294.34234
1989-09-06,365,179.673,186.596588990206,187.610682535231,290.47576,293.6389
1989-09-07,365,179.233,186.150072469886,187.163091615206,289.00226,292.15364
1989-09-08,365,180.217,187.18571463751,188.206332587082,292.13533,295.32698
1989-09-09,365,180.595,187.588388635596,188.612681742734,293.30862,296.51778
1989-09-10,365,180.732,187.739924575031,188.766390157871,293.69858,296.91625
1989-09-11,365,181.102,188.134287402904,189.164415104547,294.84874,298.08369
1989-09-12,365,182.51,189.611784799617,190.652132903881,299.396,302.68752
1989-09-13,365,182.544,189.656374887425,190.698265390554,299.45188,302.74817
1989-09-14,365,183.303,190.457589285714,191.505733623317,301.89704,305.22606
1989-09-15,365,182.536,189.673217100079,190.718966121268,299.32371,302.63052
1989-09-16,365,183.711,190.908679148373,191.963285647127,303.13704,306.49254
1989-09-17,365,185.219,192.490923674434,193.556433445753,308.0748,311.49187
1989-09-18,365,186.443,193.777747875155,194.852504798397,312.10592,315.5745
1989-09-19,365,187.429,194.816600177305,195.899159294818,315.36347,318.87479
1989-09-20,365,188.384,195.823263185298,196.913385308071,318.52795,322.08105
1989-09-21,365,189.238,196.724475472813,197.821582458077,321.36883,324.95999
1989-09-22,365,189.419,196.922360477879,198.022022223841,321.9234,325.52546
1989-09-23,365,190.451,198.009672619048,199.117464170469,325.38625,329.03385
1989-09-24,365,192.07,199.708757246989,200.828288736267,330.87715,334.59377
1989-09-25,365,193.871,201.597503658674,202.729941301351,337.04012,340.83364
1989-09-26,365,196.151,203.985184129798,205.133431879724,344.92673,348.81709
1989-09-27,365,197.612,205.520551896882,206.679698611734,350.01995,353.97551
1989-09-28,365,198.827,206.799680569627,207.968304127071,354.27479,358.28605
1989-09-29,365,200.411,208.463585641112,209.643925473377,359.87183,363.95451
1989-09-30,365,201.039,209.129314772599,210.315261948084,362.06484,366.17877
1989-10-01,365,201.3,209.411322892041,210.600460925624,362.93527,367.06454
1989-10-02,365,201.532,209.663164541821,210.855247595312,363.70251,367.8459
1989-10-03,365,201.496,209.635944360014,210.829306804991,363.50315,367.64918
1989-10-04,365,201.569,209.722134273331,210.917449598112,363.69659,367.84993
1989-10-05,365,201.458,209.616991373973,210.813077591808,363.22746,367.38023
1989-10-06,365,200.683,208.824088145897,210.017636543477,360.37614,364.50336
1989-10-07,365,201.008,209.173025371496,210.370167791699,361.478,365.6234
1989-10-08,365,201.347,209.53660608747,210.737461036414,362.6319,366.79613
1989-10-09,365,201.673,209.886642674209,211.091120145085,363.74039,367.92294
1989-10-10,365,200.744,208.934068234268,210.13531331065,360.33532,364.48654
1989-10-11,365,199.254,207.398920339412,208.593847471347,354.93806,359.03585
1989-10-12,365,198.652,206.784597334797,207.9776963101,352.73542,356.81366
1989-10-13,365,195.702,203.730572089947,204.908568445659,342.21707,346.18224
1989-10-14,365,195.624,203.659377462569,204.838311722662,341.88162,345.84746
1989-10-15,365,195.59,203.633960233029,204.814107637811,341.70005,345.66841
1989-10-16,365,195.662,203.718874887425,204.900922949165,341.89055,345.86591
1989-10-17,365,197.558,205.709466115051,206.9054403796,348.47684,352.53676
1989-10-18,365,198.522,206.727826325566,207.931793387943,351.82954,355.93566
1989-10-19,365,201.366,209.707138987392,210.930993904563,361.87247,366.10447
1989-10-20,365,201.66,210.023974867725,211.25128630987,362.86517,367.11429
1989-10-21,365,201.944,210.330432778904,211.561088614898,363.82293,368.08876
1989-10-22,365,202.216,210.624313998649,211.858304795802,364.73839,369.02045
1989-10-23,365,202.468,210.89739530564,212.134530795082,365.58226,369.87969
1989-10-24,365,202.158,210.585352639874,211.822013640125,364.39846,368.68671
1989-10-25,365,202.073,210.50716607565,211.744750208854,364.02612,368.31483
1989-10-26,365,201.913,210.350924870539,211.588965732006,363.38396,367.66984
1989-10-27,365,200.117,208.495950833052,209.725600535784,356.87337,361.09132
1989-10-28,365,200.449,208.852583586626,210.085976901817,357.99463,362.23136
1989-10-29,365,200.791,209.219770207137,210.456923216658,359.15331,363.40931
1989-10-30,365,201.146,209.600588905775,210.841603478202,360.36025,364.63616
1989-10-31,365,203.007,211.556704168074,212.811736136549,366.9843,371.34716
1989-11-01,365,202.149,210.676555639986,211.928531575601,363.82581,368.15866
1989-11-02,365,200.606,209.084284940335,210.329345232095,358.2243,362.4993
1989-11-03,365,199.985,208.44951381853,209.692553226529,355.94911,360.20299
1989-11-04,365,198.979,207.415454730947,208.654612200655,352.31803,356.53647
1989-11-05,365,197.703,206.100530859507,207.334316801028,347.75254,351.92475
1989-11-06,365,196.698,205.067219337499,206.297114374032,344.16835,348.30536
1989-11-07,365,195.975,204.326425827423,205.553794451925,341.5865,345.69897
1989-11-08,365,196.981,205.389991767984,206.625870723238,345.04958,349.21085
1989-11-09,365,197.118,205.542934889677,206.781186089987,345.47003,349.64132
1989-11-10,365,196.993,205.422752729934,206.66161292029,344.97269,349.1425
1989-11-11,365,196.427,204.844488770686,206.081533331271,342.93739,347.08816
1989-11-12,365,195.833,204.237157702916,205.472239162309,340.81129,344.94202
1989-11-13,365,195.205,203.594559129798,204.827482266141,338.57417,342.68365
1989-11-14,365,194.49,202.861681019926,204.09206734824,336.04481,340.12996
1989-11-15,365,194.88,203.27926235506,204.513797326472,337.33446,341.44065
1989-11-16,365,194.24,202.624043116064,203.856364476588,335.06762,339.15211
1989-11-17,365,193.565,201.932457010582,203.162420887576,332.68942,336.75102
1989-11-18,365,192.793,201.140213399189,202.367329176552,329.98856,334.02379
1989-11-19,365,191.909,200.231569430373,201.455299297233,326.91757,330.92232
1989-11-20,365,191.156,199.458850472813,200.679810399672,324.30539,328.28457
1989-11-21,365,191.034,199.341438703141,200.562942098839,323.83499,327.81265
1989-11-22,365,191.739,200.089795817854,201.317740246752,326.17913,330.19163
1989-11-23,365,191.253,199.593895995159,200.820283921401,324.47441,328.47083
1989-11-24,365,192.38,200.784987827873,202.02083647321,328.26029,332.31034
1989-11-25,365,192.611,201.036125886525,202.275014297877,328.99371,333.05771
1989-11-26,365,192.656,201.092896895756,202.33354326842,329.09159,333.16137
1989-11-27,365,192.41,200.846332179444,202.086731470401,328.19419,332.25711
1989-11-28,365,191.956,200.383545114263,201.622522075623,326.59011,330.63793
1989-11-29,365,192.386,200.8432979427,202.086771394664,327.99535,332.0659
1989-11-30,365,193.164,201.668786234943,202.919272140749,330.60105,334.71027
1989-12-01,365,194.405,202.979796380727,204.240635514429,334.80918,338.97797
1989-12-02,365,195.35,203.980830659687,205.24995084325,338.02008,342.2357
1989-12-03,365,196.204,204.88644039176,206.163208393677,340.92915,345.18774
1989-12-04,365,196.922,205.64922112462,206.932638784226,343.37436,347.66985
1989-12-05,365,197.543,206.310113067094,207.599453836073,345.48751,349.81554
1989-12-06,365,198.984,207.831189139367,209.132335958686,350.48791,354.88634
1989-12-07,365,199.183,208.049346363841,209.353376644505,351.12826,355.53988
1989-12-08,365,199.703,208.604259892491,209.913514063821,352.90592,357.3458
1989-12-09,365,200.23,209.166605102443,210.481127301509,354.71265,359.18121
1989-12-10,365,200.762,209.734227245863,211.054090390529,356.54149,361.0391
1989-12-11,365,201.308,210.316624802995,211.641945229899,358.42494,362.95238
1989-12-12,365,202.92,212.017424434313,213.355833982934,364.12476,368.73236
1989-12-13,365,204.647,213.838758020939,215.191092497532,370.28066,374.97452
1989-12-14,365,204.236,213.420780915794,214.771887728978,368.73185,373.41113
1989-12-15,365,204.989,214.221203774063,215.579385904938,371.39654,376.11653
1989-12-16,365,205.41,214.672645432286,216.035360920334,372.85982,377.60435
1989-12-17,365,205.574,214.854611688056,216.220030601948,373.38956,378.14624
1989-12-18,365,205.644,214.93825108353,216.305708071788,373.57782,378.34213
1989-12-19,365,204.779,214.048340228526,215.412342785735,370.38248,375.1137
1989-12-20,365,205.277,214.58078281549,215.949922996076,372.1248,376.88442
1989-12-21,365,206.221,215.582432736688,216.960126639764,375.49976,380.31004
1989-12-22,365,207.95,217.407108381178,218.798898489565,381.75684,386.65588
1989-12-23,365,209.154,218.682059481594,220.084340007007,386.13343,391.09683
1989-12-24,365,210.141,219.729310902848,221.140526421379,389.72972,394.74719
1989-12-25,365,211.127,220.775638860745,222.195794577686,393.33841,398.41023
1989-12-26,365,212.351,222.0720494906,223.502885027104,397.85119,402.98966
1989-12-27,365,214.491,224.328114446133,225.776092752049,405.81895,411.06966
1989-12-28,365,214.635,224.489720533604,225.940351153861,406.28238,411.54491
1989-12-29,365,215.804,225.728876435326,227.1898308908,410.66255,415.99041
1989-12-30,365,216.655,226.633738601824,228.102729122854,413.84895,419.22601
1989-12-31,365,217.451,227.480818346842,228.957397816342,416.83566,422.25925
1990-01-01,365,218.148,228.223722630305,229.707135563835,419.45052,424.91559
1990-01-02,365,218.788,228.90664577001,230.396487862525,421.84595,427.34952
1990-01-03,365,219.394,229.553861659912,231.049848437514,424.11777,429.65821
1990-01-04,365,220.695,230.932328605201,232.439751790853,429.09808,434.71274
1990-01-05,365,219.489,229.686752434425,231.188715007631,424.35575,429.91825
1990-01-06,365,220.244,230.49108901835,232.000375288079,427.21548,432.82321
1990-01-07,365,221.061,231.360815602837,232.877940546783,430.32648,435.98305
1990-01-08,365,221.822,232.17161643026,233.696168368605,433.22794,438.93052
1990-01-09,365,220.523,230.828724811438,232.347177404464,428.10109,433.74637
1990-01-10,365,219.88,230.169196076776,231.68517322639,425.54238,431.16088
1990-01-11,365,221.039,231.399161319374,232.925610117607,429.97752,435.6635
1990-01-12,365,218.738,229.008314688168,230.521790164059,420.97899,426.55648
1990-01-13,365,218.834,229.120009779917,230.635833823237,421.27871,426.86612
1990-01-14,365,219.042,229.349116641337,230.868143132478,422.01022,427.61351
1990-01-15,365,219.134,229.456634160757,230.977994743971,422.29474,427.90776
1990-01-16,365,217.276,227.528574594732,229.03990130722,415.08472,420.61222
1990-01-17,365,216.531,226.762451804008,228.270740405451,412.17893,417.67522
1990-01-18,365,216.324,226.557003194304,228.065369993123,411.3226,416.81279
1990-01-19,365,216.845,227.115170831926,228.629140520433,413.24069,418.76329
1990-01-20,365,217.051,227.34216691996,228.859303900501,413.95748,419.49573
1990-01-21,365,216.946,227.243400315209,228.761349719582,413.48828,419.02573
1990-01-22,365,217.161,227.47985090904,229.001064979733,414.23951,419.79311
1990-01-23,365,217.846,228.211057989981,229.739184766498,416.79308,422.38828
1990-01-24,365,217.517,227.878171437015,229.405507751795,415.46445,421.04721
1990-01-25,365,218.08,228.480841213554,230.01413318934,417.55163,423.16944
1990-01-26,365,219.176,229.645460430035,231.188894666817,421.69733,427.37955
1990-01-27,365,220.377,230.920675377125,232.4751147074,426.26864,432.0214
1990-01-28,365,221.715,232.340082531239,233.906579219221,431.39574,437.22696
1990-01-29,365,222.9,233.598807061241,235.176220709314,435.95532,441.85726
1990-01-30,365,222.817,233.523302938197,235.101741995435,435.55773,441.46011
1990-01-31,365,223.808,234.577898091861,236.16579348975,439.37577,445.33857
1990-02-01,365,225.167,236.01999605989,237.620174528919,444.66107,450.70514
1990-02-02,365,226.781,237.730162248114,239.344583325432,450.987,457.12703
1990-02-03,365,227.671,238.678647064618,240.301757565898,454.46591,460.66192
1990-02-04,365,228.513,239.576605243161,241.20800840805,457.76472,464.01422
1990-02-05,365,229.405,240.527376730834,242.167538180072,461.2767,467.58287
1990-02-06,365,230.37,241.555279396037,243.204800493464,465.09735,471.46478
1990-02-07,365,230.284,241.476960908477,243.127557024325,464.67242,471.04025
1990-02-08,365,230.788,242.018550180119,243.674778944343,466.63361,473.03586
1990-02-09,365,230.444,241.670228596758,243.325641258533,465.16684,471.55501
1990-02-10,365,230.77,242.024354806935,243.684031392449,466.40692,472.81919
1990-02-11,365,231.203,242.491231495553,244.155976113313,468.08268,474.52535
1990-02-12,365,231.529,242.845445654621,244.514456076822,469.32617,475.79307
1990-02-13,365,231.476,242.801735055724,244.472096433066,469.03294,475.50213
1990-02-14,365,232.713,244.116966748283,245.798899487672,473.99002,480.53747
1990-02-15,365,234.818,246.344756135315,248.04483894053,482.51419,489.19037
1990-02-16,365,235.634,247.216153748734,248.924490242011,485.8002,492.53069
1990-02-17,365,236.123,247.742395938872,249.456371263713,487.74012,494.50529
1990-02-18,365,236.433,248.080163655297,249.798312600996,488.94103,495.73021
